rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
2801,393c17d4-5143-494c-a982-2bf975db56ef,Althoff & Investoren,Private,1,,Hotel,Celle,Hotel,Celle,Lower Saxony,,2005-06-30 00:00:00
2802,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Logiflex GmbH,User/Other,1,21999.4632,Dev Site,Monchengladbach,Dev Site,Monchengladbach,North Rhine-Westphalia,,2020-03-01 00:00:00
2803,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Axdia International GmbH,User/Other,1,5999.8536,Industrial,Willich,Industrial,Willich,North Rhine-Westphalia,,2021-04-14 00:00:00
2804,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Whealthfields Group Inc,User/Other,1,5199.87312,Industrial,Willich,Industrial,Willich,North Rhine-Westphalia,,2018-07-11 00:00:00
2805,4c48b00f-c8f6-419c-a5d2-da2b723242e8,FMP Matratzen Manufaktur,Private,1,5369.868972,Industrial,Rosrath,Industrial,Rosrath,North Rhine-Westphalia,,2014-10-13 00:00:00
2806,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Onway Logistics,User/Other,1,1049.97438,Industrial,Willich,Industrial,Willich,North Rhine-Westphalia,,2021-07-13 00:00:00
2807,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,blau direkt GmbH & Co. KG,User/Other,1,3999.9024,Office,Lubeck,Office,Lubeck,Schleswig-Holstein,,2015-11-09 00:00:00
2808,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Gutperle,Private,1,40261.0176072,Industrial,Aschaffenburg,Industrial,Minden; Offenbach an der Queich; Aschaffenburg,North Rhine-Westphalia; Rhineland-Palatinate; Bavaria,,2012-12-15 00:00:00
2809,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Bialke und Buchholz GbR,Private,1,3870.9055476,Office,Bonn,Office,Bonn,North Rhine-Westphalia,,2013-02-15 00:00:00
2810,3d9a58a4-bf7e-4b6f-9051-dc2c50a9d851,Jaber International Group,Private,1,13727.6650368,Office,Dortmund,Industrial; Office,Unna; Dortmund,North Rhine-Westphalia,,2021-06-15 00:00:00
2811,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Schunke Bauzentrum Baumaschinen,User/Other,1,2999.9268,Industrial,Freiburg im Breisgau,Industrial,Freiburg im Breisgau,Baden-Wurttemberg,,2020-09-24 00:00:00
2812,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Chee Siang,User/Other,1,4999.878,Dev Site,Kaiserslautern,Dev Site,Kaiserslautern,Rhineland-Palatinate,,2015-10-07 00:00:00
2813,4c48b00f-c8f6-419c-a5d2-da2b723242e8,metaWERK AG,Private,1,369990.972,Dev Site,Leipzig,Dev Site,Leipzig,Saxony,,2013-06-12 00:00:00
2814,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Pronesta GmbH,Private,1,3999.9024,Office,Haar,Office,Haar,Bavaria,,2016-01-01 00:00:00
2815,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Weber-Consulting Beratungs GmbH,Private,1,14999.634,Dev Site,Remscheid,Dev Site,Remscheid,North Rhine-Westphalia,,2013-10-30 00:00:00
2816,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Classen GmbH,Private,1,,Industrial,Rellingen,Industrial,Rellingen,Schleswig-Holstein,,2013-09-04 00:00:00
2817,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Papier- und Kartonfabrik Varel GmbH,User/Other,1,54998.658,Dev Site,Varel,Dev Site,Varel,Lower Saxony,,2015-12-03 00:00:00
2818,4504a375-95ce-43c8-910d-e74b78c9f160,Hoffmann SE,User/Other,1,7699.81212,Dev Site,Munich,Dev Site,Munich,Bavaria,,2020-04-30 00:00:00
2819,d9973bb5-67c8-474a-925d-e7adde32ace8,Adler Immobilien,Private,1,23999.4144,Dev Site,Mannheim,Dev Site,Mannheim,Baden-Wurttemberg,,2022-09-30 00:00:00
2820,d2a064be-6fde-4aee-9d9e-aeaa6f40340d,BNS Real Estate,Private,1,3399.91704,Dev Site,Dusseldorf,Dev Site; Hotel,Dusseldorf,North Rhine-Westphalia,,2022-07-15 00:00:00
