rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
4341,716e68fc-cac5-41bd-827d-2c0b5a80cd6f,City of Gronau,User/Other,1,8667.7885008,Retail,Gronau (Westf.),Retail,Gronau (Westf.),North Rhine-Westphalia,,2013-10-25 00:00:00
4342,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Skiba Wohnbau GmbH,Private,1,2499.939,Dev Site,Hattingen,Dev Site,Hattingen,North Rhine-Westphalia,,2018-08-31 00:00:00
4343,e09e5670-a5af-47cb-aaa5-1b273777f867,City of Schwelm,User/Other,1,5999.8536,Dev Site,Schwelm,Dev Site,Schwelm,North Rhine-Westphalia,,2017-05-16 00:00:00
4344,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Spedition Pfaff,User/Other,1,9999.756,Dev Site,Baienfurt,Dev Site,Baienfurt,Baden-Wurttemberg,,2009-07-15 00:00:00
4345,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Nellen & Quack The Green Line,User/Other,1,37999.0728,Dev Site,Schuttorf,Dev Site,Schuttorf,Lower Saxony,,2015-04-16 00:00:00
4346,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,SLK Kock Int. Spedition & Logistik GmbH,User/Other,1,37999.0728,Dev Site,Schuttorf,Dev Site,Schuttorf,Lower Saxony,,2015-04-16 00:00:00
4347,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Igemet GmbH,Private,1,7148.8255644,Office,Dresden,Office,Dresden,Saxony,,2012-06-04 00:00:00
4348,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Ragaller Gruppe,User/Other,1,2999.9268,Industrial,Norderstedt,Industrial,Norderstedt,Schleswig-Holstein,,2014-12-09 00:00:00
4349,e70a7979-a0ed-49d5-97c1-15f7c30f0ae0,HPI Bremen,Private,1,19999.512,Dev Site,Bremen,Dev Site,Bremen,Bremen,,2009-10-28 00:00:00
4350,c03bd39e-1546-4591-8cf8-b7d26ee2bf35,LEWO Immobilien,Private,1,,Hotel,Leipzig,Hotel,Leipzig,Saxony,,2016-05-13 00:00:00
4351,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Staatsweingut Eltville,Private,1,15399.62424,Dev Site,Eltville am Rhein,Dev Site,Eltville am Rhein,Hesse,,2013-06-25 00:00:00
4352,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Grundstucksgesellschaft Domane Eltville GmbH,Private,1,3672.9103788,Dev Site,Eltville am Rhein,Dev Site,Eltville am Rhein,Hesse,,2021-06-01 00:00:00
4353,eaf4bf3d-c951-4ad1-b40f-9ac89e8e102a,Landkreis Harz,User/Other,1,19999.512,Office,Halberstadt,Office,Halberstadt,Saxony-Anhalt,,2013-03-08 00:00:00
4354,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Anton Schneider 5.,Private,1,7999.8048,Dev Site,Frankfurt am Main,Dev Site,Frankfurt am Main,Hesse,,2009-12-31 00:00:00
4355,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,relexa hotel GmbH,User/Other,1,,Hotel,Munich,Hotel,Munich,Bavaria,,2013-05-03 00:00:00
4356,7d41f427-fb19-47d0-a226-8e734e290840,Kavun Unternehmensgruppe,Private,1,2623.9359744,Office,Munich,Office,Munich,Bavaria,,2008-08-15 00:00:00
4357,e4cf4c13-8712-4d35-bed5-9e16c44fdab5,CPM Invest A/S,Institutional,1,2199.94632,Retail,Hanover,Retail,Hanover,Lower Saxony,,2008-10-15 00:00:00
4358,4f8606b4-17ff-42d1-989a-ecdd6a4a5fa7,La Patria,Private,1,21999.4632,Dev Site,Gifhorn,Dev Site,Gifhorn,Lower Saxony,,2015-04-22 00:00:00
4359,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Amprion Offshore GmbH,User/Other,1,279993.168,Dev Site,Ibbenburen,Dev Site,Ibbenburen,North Rhine-Westphalia,,2023-07-19 00:00:00
4360,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Buhlerhohe Castle Invest,Private,1,,Hotel,Buhl,Hotel,Buhl,Baden-Wurttemberg,,2013-12-11 00:00:00
