rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
401,54e1e8b8-a371-44df-b81b-308d61df2f64,Kronberg International,Institutional,5,152551.277658,Apartment,Berlin,Apartment,Berlin; Halle (Saale); Leipzig,Berlin; Saxony; Schleswig-Holstein,,2017-08-01 00:00:00
402,937801e1-5d07-4267-8994-40764cec7dfb,Aggregate Holdings,Private,5,190734.3459684,Retail; Dev Site,Berlin,Apartment; Retail; Office,Berlin,Berlin,,2023-08-09 00:00:00
403,89e715ee-e019-4ce5-8fb7-08129a0e17e2,State of Saxony,User/Other,5,75044.84422344,Dev Site; Office,Leipzig; Dresden; Hoyerswerda,Dev Site; Office,Dresden; Leipzig; Hoyerswerda,Saxony,SIB Sachsen,2023-07-01 00:00:00
404,8f7ef56e-a313-4075-807c-cbb2fc21cbb5,MyPlace,User/Other,5,40793.0046264,Self Storage; Office,Berlin; Offenbach am Main; Frankfurt am Main,Self Storage; Office; Dev Site,Berlin; Offenbach am Main; Frankfurt am Main,Berlin; Hesse; Baden-Wurttemberg,,2023-08-04 00:00:00
405,c3c84fc0-d0c0-4fc6-92f1-b069ba998e83,ATP RE Denmark,Institutional,5,179388.532682756,Retail; Office,Bremen; Munich; Dusseldorf,Retail; Office; Hotel,Bremen; Munich; Dusseldorf,Bremen; Bavaria; North Rhine-Westphalia,,2017-09-04 00:00:00
406,3a5f6f79-ac37-4029-bd9b-624511dfd378,East Guardian Immobilien,Private,5,106358.4047916,Retail; Office,Cologne; Hamburg; Munich,Retail; Office; Apartment,Cologne; Hamburg; Munich,North Rhine-Westphalia; Hamburg; Bavaria,,2019-05-28 00:00:00
407,d6b3c397-0662-4f7f-becd-bb7315fe7d5c,Wirtgen Group,User/Other,5,220426.3728588,Apartment; Office,Dusseldorf; Munich; Stuttgart,Apartment; Office; Hotel,Dusseldorf; Munich; Stuttgart,North Rhine-Westphalia; Bavaria; Baden-Wurttemberg,,2023-09-14 00:00:00
408,dcdcb3f2-6c58-478c-bd8c-d75211334ecb,Volkswohnung,Private,5,72383.233806,Apartment; Industrial,Karlsruhe; Erlangen; Munich,Apartment; Industrial,Karlsruhe; Erlangen; Munich,Baden-Wurttemberg; Bavaria; Rhineland-Palatinate,,2017-11-08 00:00:00
409,89af4e01-58f9-43e1-a66d-1336cd089569,European Commercial Assets Ltd.,Private,5,171277.8207192,Apartment; Hotel,Berlin,Apartment; Hotel,Berlin,Berlin,,2010-06-23 00:00:00
410,230d5240-57df-44bf-8a74-f5d0a77b6b19,GSW Immobilien,Public,5,454786.415947,Apartment,,Apartment,,Berlin,,2013-11-27 00:00:00
411,f20adeb6-6aba-4293-b113-6dd87e57e119,TLG Immobilien AG,Public,4,74289.1872996,Retail,Bienstadt,Retail; Office; Hotel,Berlin; Dresden; Frankfurt am Main,Saxony; Berlin; Saxony-Anhalt,,2020-02-13 00:00:00
412,891a086b-6897-4aba-ae15-8c72b365a884,S Immo AG,Public,4,232593.8918010412,Apartment; Office,Berlin,Office; Apartment; Retail,Berlin; Hamburg; Potsdam,Berlin; Hamburg; Thuringia,,2022-08-16 00:00:00
413,29e95a61-91d3-4fdb-a9e2-aff11efe7cdf,SSN Group AG,Private,4,18825.5406456,Dev Site,Berlin; Mannheim; Stuttgart,Dev Site; Office; Condo,Berlin; Hamburg; Stuttgart,Berlin; Bavaria; Baden-Wurttemberg,,2018-12-10 00:00:00
414,5c827fdf-b43b-4d16-85b0-e68372ba9725,PDI,Private,4,41749.9812756,Dev Site,Frankfurt am Main; Munich; Dusseldorf,Dev Site; Apartment; Office,Frankfurt am Main; Dusseldorf; Stuttgart,Hesse; North Rhine-Westphalia; Bavaria,,2015-11-02 00:00:00
415,60756d72-afec-40af-86c5-2435952805fb,CMC Capital,Institutional,4,14299.65108,Retail; Office,Bannewitz; Neustadt an der Weinstrasse; Sindelfingen,Retail; Office,Berlin; Wildau; Boblingen,Berlin; Baden-Wurttemberg; Bavaria,,2015-04-06 00:00:00
416,4e6a6ab8-a9b6-4f72-8826-2d9b42dc696b,Babcock & Brown,Institutional,4,283090.736416,Retail; Office,Frankfurt am Main,Office; Retail; Apartment,Frankfurt am Main; Munich; Lubeck,Hesse; Bavaria; Berlin,,2015-05-27 00:00:00
417,ed9f60ec-f98b-453f-bb44-52797eb25031,Sonae Sierra,Private,4,100117.88311384,Retail; Dev Site,Hanover; Nuremberg; Weiterstadt,Retail; Dev Site; Industrial,Nuremberg; Berlin; Weiterstadt,Bavaria; North Rhine-Westphalia; Berlin,,2023-12-06 00:00:00
418,3f52c9b1-7543-406d-922b-d072ac7be202,Merrill Lynch,Institutional,4,239133.225982326,Office; Apartment,Leipzig; Hanover,Retail; Office; Apartment,Dusseldorf; Krefeld; Mulheim an der Ruhr,North Rhine-Westphalia; Berlin; Saxony,,2012-09-26 00:00:00
419,0c6bfebc-b2e5-4bc5-a0fd-2f80a8cf0afe,FFA Real Estate,Private,4,48426.8183568,Office; Retail,Hanover; Duisburg; Frankfurt (Oder),Office; Retail,Berlin; Erfurt; Bautzen,Berlin; Brandenburg; Thuringia,,2021-04-01 00:00:00
420,1e4874f9-ffe5-4196-8659-11d31af6bd7a,LGT Capital Partners,Institutional,4,96654.6415692,Office,Ismaning; Aschheim; Cologne,Office,Frankfurt am Main; Eschborn; Stuttgart,Hesse; Bavaria; North Rhine-Westphalia,,2022-07-15 00:00:00
