rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1261,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Backerei-Konditorei Niehaves GmbH & Co KG,User/Other,1,7792.8098508,Dev Site,Frondenberg/Ruhr,Dev Site,Frondenberg/Ruhr,North Rhine-Westphalia,,2026-06-18 00:00:00
1262,1c4c38e6-d637-45cd-a14a-76afca45b074,Peterborough Capital SCA,Institutional,1,10213.7507784,Industrial,Dreieich,Industrial,Dreieich,Hesse,,2024-10-04 00:00:00
1263,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,A+M Angelsport,User/Other,1,6365.8446696,Industrial,Sinzheim,Industrial,Sinzheim,Baden-Wurttemberg,,2025-08-06 00:00:00
1264,50bddf2c-179f-45b2-9c06-e17512df78c9,City of Bergkamen,User/Other,1,25154.386218,Dev Site,Bergkamen,Dev Site,Bergkamen,North Rhine-Westphalia,,2025-02-28 00:00:00
1265,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Autozentrum Dobler,User/Other,1,1689.958764,Retail,Muhlacker,Retail,Muhlacker,Baden-Wurttemberg,,2026-02-23 00:00:00
1266,8b64a69a-5464-4a29-80fe-2751220a07ef,City of Senden,User/Other,1,2299.94388,Office,Senden,Office; Dev Site,Senden,North Rhine-Westphalia,,2025-02-25 00:00:00
1267,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Drei R Immobilien GmbH,Private,1,19999.512,Industrial,Radolfzell am Bodensee,Industrial,Radolfzell am Bodensee,Baden-Wurttemberg,,2026-07-21 00:00:00
1268,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Stabo Elektronik GmbH,User/Other,1,19999.512,Industrial,Siegen,Industrial,Siegen,North Rhine-Westphalia,,2025-09-10 00:00:00
1269,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Eferest GmbH,User/Other,1,19999.512,Industrial,Siegen,Industrial,Siegen,North Rhine-Westphalia,,2025-09-10 00:00:00
1270,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Mosolf Logistics & Services GmbH DE,User/Other,1,5999.8536,Industrial,Illingen,Industrial,Illingen,Baden-Wurttemberg,,2026-04-14 00:00:00
1271,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Propel Industrial,Private,1,79998.048,Dev Site,Bruchsal,Dev Site,Bruchsal,Baden-Wurttemberg,,2025-01-22 00:00:00
1272,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,DiaSys Diagnostic Systems GmbH,User/Other,1,24999.181904,Dev Site,Beselich,Dev Site,Beselich,Hesse,,2026-02-06 00:00:00
1273,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Coffee Fellows Hotel Group,User/Other,1,2199.94632,Hotel,Pfaffenhofen an der Ilm,Hotel,Pfaffenhofen an der Ilm,Bavaria,,2024-10-23 00:00:00
1274,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Bentham Capital,Private,1,33599.18016,Office,Berlin,Office,Berlin,Berlin,,2025-08-01 00:00:00
1275,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Vier-Jahreszeiten-Hotelgruppe,Private,1,,Hotel,Borkum,Hotel,Borkum,Lower Saxony,,2025-09-01 00:00:00
1276,4c48b00f-c8f6-419c-a5d2-da2b723242e8,D.I.F GmbH & Co. KG,Private,1,9499.7682,Retail,Bergisch Gladbach,Retail,Bergisch Gladbach,North Rhine-Westphalia,,2025-09-02 00:00:00
1277,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Zentner Scherer,User/Other,1,5499.8658,Dev Site,Dietzenbach,Dev Site,Dietzenbach,Hesse,,2025-09-08 00:00:00
1278,2d25a00b-983a-4ffa-9b37-6353540192e1,City of Dietzenbach,User/Other,1,2569.937292,Office,Dietzenbach,Dev Site; Office,Dietzenbach,Hesse,,2025-09-08 00:00:00
1279,f55f66cb-4e08-4ae1-b915-c4cea95b6d8b,Hayfin Capital Management,Institutional,1,93225.7252368,Retail,Berlin,Retail,Berlin,Berlin,,2025-09-15 00:00:00
1280,24adb5fb-5a95-4838-8111-8f0549d7da8f,Evangelische Zusatzversorgungskasse,Institutional,1,30999.2436,Retail,Hamburg,Retail,Hamburg,Hamburg,,2026-04-16 00:00:00
