rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1361,bda10234-d695-4aea-8958-44344ef71360,BGAR Vermogensverwaltung GmbH,Private,1,46628.862228,Dev Site,Krefeld,Dev Site,Krefeld,North Rhine-Westphalia,,2026-06-11 00:00:00
1362,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Hotel Kaiserhof Victoria GmbH DE,Private,1,,Hotel,Bad Kissingen,Hotel,Bad Kissingen,Bavaria,,2025-09-09 00:00:00
1363,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,EMON Service GmbH DE,User/Other,1,3125.9237256,Office,Darmstadt,Office,Darmstadt,Hesse,,2026-02-06 00:00:00
1364,276ce57f-7250-4107-8410-3f8e4126e319,Centerspace,Public,1,4675.8859056,Retail,Berlin,Retail,Berlin,Berlin,,2025-02-27 00:00:00
1365,4c48b00f-c8f6-419c-a5d2-da2b723242e8,bett1 DE,Private,1,1287.9685728,Office,Berlin,Office,Berlin,Berlin,,2025-04-10 00:00:00
1366,e90d0ce7-4220-47fe-885e-2db92095b490,Karl Gruppe,Private,1,9999.756,Industrial,Passau,Industrial,Passau,Bavaria,,2026-05-27 00:00:00
1367,4c48b00f-c8f6-419c-a5d2-da2b723242e8,CM Amadeus,Private,1,13364.673894,Industrial,Ehningen,Industrial,Ehningen,Baden-Wurttemberg,,2025-07-09 00:00:00
1368,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Durr Liegenschaften GmbH & Co. KG,Private,1,4419.892152,Office,Weinstadt,Office,Weinstadt,Baden-Wurttemberg,,2025-08-06 00:00:00
1369,daae980e-55db-4171-a39a-51b4cdacc4ae,Propel Industrial Holding GmbH,Private,1,49998.78,Dev Site,Stapelfeld,Dev Site,Stapelfeld,Schleswig-Holstein,,2026-05-19 00:00:00
1370,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,BGK Holding GmbH,User/Other,1,8999.7804,Industrial,Naila,Industrial,Naila,Bavaria,,2025-03-27 00:00:00
1371,eaf4bf3d-c951-4ad1-b40f-9ac89e8e102a,City of Coburg,User/Other,1,12851.6864112,Retail,Coburg,Retail,Coburg,Bavaria,,2026-05-13 00:00:00
1372,4c48b00f-c8f6-419c-a5d2-da2b723242e8,KHW Kommunale Haus und Wohnen,Private,1,4499.8902,Dev Site,Rheda-Wiedenbruck,Dev Site,Rheda-Wiedenbruck,North Rhine-Westphalia,,2026-03-23 00:00:00
1373,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Fein Capital Group,Private,1,1039.974624,Office,Stuttgart,Office,Stuttgart,Baden-Wurttemberg,,2025-12-19 00:00:00
1374,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Wohnpark Muhlenbach GmbH,Private,1,8899.78284,Apartment,Lingen (Ems),Apartment,Lingen (Ems),Lower Saxony,,2026-01-02 00:00:00
1375,abad3be0-aaf7-42e8-ab87-a88e220b0684,Bauverein Wermelskirchen,User/Other,1,,Apartment,Wermelskirchen,Apartment,Wermelskirchen,North Rhine-Westphalia,,2026-02-05 00:00:00
1376,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Mago GmbH & Co. KG,User/Other,1,7999.8048,Dev Site,Schiffweiler,Dev Site,Schiffweiler,Saarland,,2026-03-14 00:00:00
1377,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Bohm-Gruppe,Private,1,2443.9403664,Dev Site,Brandenburg an der Havel,Dev Site,Brandenburg an der Havel,Brandenburg,,2025-08-20 00:00:00
1378,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Stenger EKZ Offenbach,User/Other,1,17499.573,Retail,Offenbach am Main,Retail,Offenbach am Main,Hesse,,2026-02-04 00:00:00
1379,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Nuha Vermogensverwaltungs GmbH,Private,1,3399.91704,Hotel,Essen,Hotel,Essen,North Rhine-Westphalia,,2025-06-26 00:00:00
1380,146f538e-b540-4677-bea8-a5ea2c2a727e,HRG Hannover GmbH,Private,1,13999.6584,Dev Site,Hanover,Dev Site; Apartment; Office,Hanover; Langenhagen; Laatzen,Lower Saxony,,2025-01-22 00:00:00
