rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
321,e3c6fc7b-f215-4841-b2bf-17894a0dd3d8,Metropol,Private,12,103541.4735264,Office; Industrial,Cologne; Bergheim; Bergisch Gladbach,Office; Industrial; Dev Site,Cologne; Bergheim; Bergisch Gladbach,North Rhine-Westphalia,Metroloq Holding GmbH,2026-04-29 00:00:00
322,edab7851-a430-4ae1-94b8-dbdb25b3db67,Aventos Management,Institutional,12,311024.4108192,Industrial; Dev Site,Berlin; Egelsbach; Furstenfeldbruck,Industrial; Dev Site; Office,Berlin; Nuremberg; Maisach,Bavaria; Hesse; Berlin,,2026-02-12 00:00:00
323,98a92e94-8b45-4dc0-a0d9-0340270ae066,Anter-Group,Private,12,26382.3562548,Hotel; Office,Dortmund; Bretten; Hoyerswerda,Hotel; Office; Apartment,Bochum; Dortmund; Neu-Ulm,North Rhine-Westphalia; Baden-Wurttemberg; Bavaria,,2025-09-24 00:00:00
324,222f891d-9082-4df8-8318-11bf625cd078,AOC I Die Stadtentwickler,Private,12,66422.3792544,Dev Site; Apartment,Leipzig; Dresden; Berlin,Dev Site; Apartment; Hotel,Leipzig; Dresden; Berlin,Saxony; Saxony-Anhalt; Berlin,AOC Immobilien AG,2026-03-13 00:00:00
325,29c59d07-48a0-4a79-920c-e98c69882044,City of Cologne,User/Other,12,1335513.5858432,Dev Site; Industrial,Cologne,Dev Site; Office; Industrial,Cologne; Bruhl; Rosrath,North Rhine-Westphalia,HGK Gruppe; Moderne Stadt,2026-06-10 00:00:00
326,e7f06f52-d442-4187-b515-75f612ad65bd,Kauri CAB,Private,12,411826.456206,Apartment; Dev Site,Berlin; Hochheim am Main; Karben,Apartment; Dev Site; Office,Berlin; Hochheim am Main; Karben,Berlin; Hesse; Saxony,,2026-04-22 00:00:00
327,786aa6e5-2f1d-488d-a7e7-2e8fcd54ae4b,Bauwo,Private,12,771969.261996528,Dev Site; Industrial,Lehrte; Muhldorf am Inn; Friedewald,Industrial; Dev Site; Office,Hanover; Lehrte; Pilsting,Lower Saxony; Bavaria; North Rhine-Westphalia,,2026-04-07 00:00:00
328,8b8b914c-078e-43ea-8061-99b998956954,Porth Immobiliengruppe,Private,12,122552.009658,Office; Retail,Erfurt; Lubeck; Luneburg,Office; Retail; Hotel,Erfurt; Lubeck; Luneburg,Thuringia; Baden-Wurttemberg; Schleswig-Holstein,,2025-10-06 00:00:00
329,f4f753a8-d535-4ef2-a556-ba1a7c12ed78,DBA Deutsche Bauwert,Private,12,224061.5327652,Dev Site; Apartment,Lahr/Schwarzwald; Donaueschingen; Eppingen,Dev Site; Apartment,Lahr/Schwarzwald; Donaueschingen; Eppingen,Baden-Wurttemberg; Rhineland-Palatinate,,2026-04-30 00:00:00
330,5f3dd56b-e4e2-406b-a140-91ecb935f8a3,Koehler Real Estate,Private,12,36410.1115716,Apartment; Office,Stuttgart; Esslingen am Neckar; Heidelberg,Apartment; Office; Industrial,Stuttgart; Esslingen am Neckar; Heidelberg,Baden-Wurttemberg,,2026-03-24 00:00:00
331,dc035b6f-53b1-4c3d-8fd3-25c6cb77d572,Lindhorst Gruppe (JLW Holding),Private,12,106290.68983296,Dev Site; Office,Hanover; Meppen; Bremerhaven,Seniors Housing & Care; Dev Site; Office,Porta Westfalica; Hanover; Meppen,North Rhine-Westphalia; Lower Saxony; Hesse,Cureus,2026-07-07 00:00:00
332,96cc63a4-f300-435c-bdb8-85869777f479,BGO,Institutional,12,741840.8986404,Industrial; Dev Site,Dorfen; Estorf; Nohra,Industrial; Dev Site; Apartment,Dorfen; Estorf; Nohra,Lower Saxony; North Rhine-Westphalia; Hesse,BentallGreenOak,2026-04-23 00:00:00
333,866e244e-d93c-4809-9953-772716303d6f,Schorghuber Unternehmensgruppe,Private,12,362240.95672,Dev Site; Office,Munich; Hamburg; Berlin,Office; Dev Site; Apartment,Munich; Hamburg; Stuttgart,Bavaria; Hamburg; Baden-Wurttemberg,Bayerische Hausbau,2026-03-26 00:00:00
334,cc161ae8-8126-48ba-9dc2-5febf051ec46,Dr Lohbeck Privathotels,Private,12,26599.35096,Hotel,Winterberg; Rangsdorf; Bad Zwischenahn,Hotel,Winterberg; Rangsdorf; Bad Zwischenahn,Schleswig-Holstein; Mecklenburg-West Pomerania; Baden-Wurttemberg,,2025-02-11 00:00:00
335,74052d6f-02e5-485e-a6bc-44e50fe4e763,Allbau,Private,12,92749.7368512,Dev Site; Apartment,Essen,Apartment; Dev Site; Office,Essen; Berlin,North Rhine-Westphalia; Berlin,,2024-07-31 00:00:00
336,bfd944fc-236a-4ac0-abe3-28ba21be0711,Dunman Capital Partners,Institutional,12,107868.3679476,Apartment; Office,Berlin; Potsdam; Zeuthen,Apartment; Office; Retail,Berlin; Potsdam; Zeuthen,Berlin; Brandenburg; Hesse,,2025-11-25 00:00:00
337,1f10f618-9f41-4062-9e84-fca68a8b6427,DigitalBridge Group,Public,11,62701.4514668,Data Center; Hotel,Berlin; Stuttgart; Bischofsheim,Office; Data Center; Hotel,Berlin; Stuttgart; Hamburg,North Rhine-Westphalia; Hesse; Berlin,Colony Capital (REIT); Colony Capital REIT; NorthStar,2025-07-01 00:00:00
338,50a3c307-8f18-4f53-b531-2e6c655cb9b0,Gerchgroup,Private,11,701793.8758116,Dev Site; Office,Nuremberg; Ingolstadt; Cologne,Dev Site; Office; Industrial,Cologne; Stuttgart; Nuremberg,Bavaria; North Rhine-Westphalia; Baden-Wurttemberg,,2025-05-01 00:00:00
339,3078d477-a8f7-4163-85b4-bb6265d4b6fc,Indigo Invest,Private,11,226300.4781336,Office; Apartment,Munich; Hamburg; Wiesbaden,Office; Retail; Apartment,Munich; Wiesbaden; Dusseldorf,North Rhine-Westphalia; Bavaria; Hesse,,2026-07-09 00:00:00
340,291698db-badd-46b6-b3c4-eb6c2e50dd8b,ZREV,Private,11,121986.0234684,Retail; Industrial,Mannheim; Bielefeld; Bovenden,Industrial; Retail; Office,Bielefeld; Mannheim; Braunschweig,Hesse; North Rhine-Westphalia; Baden-Wurttemberg,,2026-02-13 00:00:00
