rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
221,80e518da-7e91-45d4-8ec3-b1af027941f8,The Grounds Group,Private,19,368829.52586952,Apartment; Dev Site,Magdeburg; Emden; Berlin,Apartment; Dev Site; Hotel,Berlin; Frankfurt am Main; Magdeburg,Brandenburg; Hesse; Lower Saxony,,2024-12-23 00:00:00
222,e667b1e3-6bbc-48ba-9937-550e82e856bf,Cinthia Real Estate,Private,19,122416.0129764,Retail; Apartment,Nordhausen; Krefeld; Gefrees,Retail; Office; Apartment,Oberhausen; Rheine; Nordhausen,North Rhine-Westphalia; Rhineland-Palatinate; Brandenburg,,2025-11-03 00:00:00
223,d5354634-f6a3-48ab-adf2-f8488b86baab,Deutsche Post AG,User/Other,19,724480.54089824,Dev Site; Industrial,Witten; Iserlohn; Aachen,Industrial; Dev Site; Office,Munich; Hamburg; Nuremberg,North Rhine-Westphalia; Bavaria; Hesse,DHL International,2026-02-11 00:00:00
224,f92a66e4-292d-4461-9bf3-8a8be9754b78,Frasers Logistics & Commercial Trust,Public,19,492189.9902712,Industrial,Bergheim; Giengen an der Brenz; Frankenthal (Pfalz),Industrial,Bergheim; Giengen an der Brenz; Frankenthal (Pfalz),North Rhine-Westphalia; Baden-Wurttemberg; Rhineland-Palatinate,Frasers Logistics & Ind,2026-05-25 00:00:00
225,bc0fdb31-fee2-4e24-8f3c-0caef6ea8ae9,Clarion Partners,Institutional,19,880203.52251,Industrial; Dev Site,Halle (Saale); Voerde (Niederrhein); Sarstedt,Industrial; Dev Site,Halle (Saale); Voerde (Niederrhein); Sarstedt,North Rhine-Westphalia; Hesse; Lower Saxony,,2025-11-26 00:00:00
226,bc90bd65-61c2-4d8b-a686-4c4ee7d7e1cb,TPG Real Estate,Institutional,18,335416.81563,Office; Dev Site,Berlin; Hamburg; Bremen,Office; Industrial; Other Hospitality,Cologne; Berlin; Hamburg,North Rhine-Westphalia; Berlin; Hesse,A&O Hotels & Hostels (TPG); P3 Logistic Parks; TPG Angelo Gordon,2026-07-01 00:00:00
227,5e85ba3c-0ee1-4f24-a3aa-a7e3a65b550e,Fattal Hotels,Private,18,52161.7272228,Hotel; Office,Hamburg; Munich; Berlin,Hotel; Office,Munich; Cologne; Hamburg,North Rhine-Westphalia; Baden-Wurttemberg; Lower Saxony,Leonardo Hotels,2025-07-01 00:00:00
228,853c7d9b-423f-4172-8dfd-24ac5c8b2dc4,Ares Management,Institutional,18,1095609.2664816,Apartment; Office,Gelsenkirchen; Leuna; Berlin,Retail; Office; Industrial,Berlin; Dusseldorf; Hamburg,North Rhine-Westphalia; Hesse; Berlin,,2025-11-01 00:00:00
229,035d9c9d-56e6-4908-bbac-8815bcfbe3ce,HBB,Private,18,206687.9566908,Dev Site; Retail,Hamburg; Koblenz; Saarbrucken,Retail; Dev Site; Office,Hamburg; Berlin; Koblenz,North Rhine-Westphalia; Baden-Wurttemberg; Hamburg,,2024-08-14 00:00:00
230,934fed4d-25f6-4b40-8287-7edbfa50fb04,Baywobau,User/Other,18,403857.32222952,Dev Site; Office,Munich; Dresden; Berlin,Dev Site; Apartment; Office,Munich; Dresden; Berlin,Bavaria; Saxony; Berlin,,2025-11-18 00:00:00
