rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1381,3201270a-55d9-4731-9164-9de19c88806e,Hussein Hazime Autohaus Am Wasserschloss,User/Other,1,12699.69012,Apartment,Mosbach,Apartment,Mosbach,Baden-Wurttemberg,,2025-06-24 00:00:00
1382,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Altrichter Immobilien GmbH,Private,1,6058.8521604,Industrial,Nuremberg,Industrial,Nuremberg,Bavaria,,2025-11-15 00:00:00
1383,4e0abad5-d0f9-4589-acd1-bc47d4cfb64b,Eagle Hills,Private,1,6879.832128,Hotel,Munich,Hotel,Munich,Bavaria,,2025-06-30 00:00:00
1384,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,EG Kassensysteme GmbH,User/Other,1,299.99268,Office,Geislingen an der Steige,Office,Geislingen an der Steige,Baden-Wurttemberg,,2026-06-16 00:00:00
1385,b5dc1748-10f2-4cb3-980e-8f3e2af11f35,B-Cap GmbH,Institutional,1,6410.8435716,Office,Bielefeld,Office,Bielefeld,North Rhine-Westphalia,,2024-08-19 00:00:00
1386,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Refresco,Private,1,12499.695,Industrial,Lowenberger Land,Industrial,Lowenberger Land,Brandenburg,,2025-02-13 00:00:00
1387,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Plusoptix Inc,User/Other,1,5999.8536,Dev Site,Nuremberg,Dev Site,Nuremberg,Bavaria,,2024-09-12 00:00:00
1388,651a94f5-95da-49e9-a964-75eb224e8348,Destillerie Lantenhammer GmbH ,User/Other,1,2499.939,Apartment,Hausham,Apartment,Hausham,Bavaria,,2025-03-13 00:00:00
1389,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Schmidt Group GmbH,Private,1,,Office,Hamburg,Office,Hamburg,Hamburg,,2025-08-26 00:00:00
1390,c80a6ef1-6097-4109-af54-48b3401e3d40,Schlegel GmbH,Private,1,7499.817,Dev Site,Murrhardt,Dev Site,Murrhardt,Baden-Wurttemberg,,2025-02-06 00:00:00
1391,2c9257d0-1a9d-4b64-bfc9-8404879a46cf,Sparkasse Sudpfalz,Institutional,1,4999.878,Dev Site,Landau in der Pfalz,Dev Site,Landau in der Pfalz,Rhineland-Palatinate,,2026-04-02 00:00:00
1392,ffa4d5d4-2d32-4df3-8b81-1fa05e7379f0,NCap Education Sante,Private,1,2017.9507608,Retail,Dortmund,Retail,Dortmund,North Rhine-Westphalia,,2026-01-21 00:00:00
1393,07d7469c-3ceb-47ba-86a6-12511a1f5a40,Norma Capital,Institutional,1,2017.9507608,Retail,Dortmund,Retail,Dortmund,North Rhine-Westphalia,,2026-01-21 00:00:00
1394,eaf4bf3d-c951-4ad1-b40f-9ac89e8e102a,Bochum Economic Development,User/Other,1,789.980724,Office,Bochum,Office,Bochum,North Rhine-Westphalia,,2026-03-10 00:00:00
1395,a7b5b1c1-0233-4609-9cc7-e407eb8b9ccf,Equalbase,Private,1,20517.4993608,Dev Site,Butzbach,Dev Site,Butzbach,Hesse,,2026-05-29 00:00:00
1396,0d0290a6-e7ed-4f02-8c40-a417631b8f69,Affinius Capital,Institutional,1,20517.4993608,Dev Site,Butzbach,Dev Site,Butzbach,Hesse,,2026-05-29 00:00:00
1397,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,atlive eventtechnik,User/Other,1,1599.96096,Industrial,Hilden,Industrial,Hilden,North Rhine-Westphalia,,2025-03-17 00:00:00
1398,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Equilibria Group Ltd,Private,1,7999.8048,Hotel,Munich,Hotel,Munich,Bavaria,,2024-12-03 00:00:00
1399,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Augustiner-Brau Wagner KG,User/Other,1,7499.817,Dev Site,Plattling,Dev Site,Plattling,Bavaria,,2026-03-06 00:00:00
1400,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Long Bridge Romania,User/Other,1,,Hotel,Ludwigshafen am Rhein,Hotel,Ludwigshafen am Rhein,Rhineland-Palatinate,,2025-12-22 00:00:00
