rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1081,4c48b00f-c8f6-419c-a5d2-da2b723242e8,TreuBau Freiburg,Private,1,2464.939854,Dev Site,Bad Krozingen,Dev Site,Bad Krozingen,Baden-Wurttemberg,,2026-02-16 00:00:00
1082,4c48b00f-c8f6-419c-a5d2-da2b723242e8,HSI-Investment GmbH,Private,1,6349.84506,Dev Site,Holzwickede,Dev Site,Holzwickede,North Rhine-Westphalia,,2025-02-07 00:00:00
1083,69d97ae6-aa4f-4e18-9f7c-6486ebbca2a2,ES Chimney System GmbH,User/Other,1,2119.948272,Industrial,Bremen,Industrial,Bremen,Bremen,,2025-06-20 00:00:00
1084,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Bernemann GmbH,Private,1,3749.9085,Office,Recklinghausen,Office,Recklinghausen,North Rhine-Westphalia,,2026-01-05 00:00:00
1085,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Terraneo,User/Other,1,10599.74136,Other General,Oranienburg,Other General,Oranienburg,Brandenburg,,2026-01-06 00:00:00
1086,4c48b00f-c8f6-419c-a5d2-da2b723242e8,UVU Group,Private,1,10599.74136,Other General,Oranienburg,Other General,Oranienburg,Brandenburg,,2026-01-06 00:00:00
1087,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Administra GmbH Steuerberatungsgesellschaft,User/Other,1,,Industrial,Eggstatt,Industrial,Eggstatt,Bavaria,,2025-05-10 00:00:00
1088,7f9a63d4-d77d-467b-898e-767f793d79b2,Wertcontor Immobilien GmbH & Co. KG,Private,1,16999.5852,Industrial,Duisburg,Apartment; Industrial,Munich; Duisburg,Bavaria; North Rhine-Westphalia,,2025-04-01 00:00:00
1089,1c4c38e6-d637-45cd-a14a-76afca45b074,Landfair Capital Group AG,Institutional,1,2499.939,Office,Hamburg,Office,Hamburg,Hamburg,,2025-02-10 00:00:00
1090,babfaa77-3f81-4e14-9afa-0c37109b7747,Guldsmeden Hotels,Private,1,8999.7804,Hotel,Hamburg,Hotel,Hamburg,Hamburg,,2025-02-12 00:00:00
1091,4c48b00f-c8f6-419c-a5d2-da2b723242e8,SH.I.R. Real Estate Germany GmbH,Private,1,10019.755512,Retail,Mannheim,Retail,Mannheim,Baden-Wurttemberg,,2025-12-01 00:00:00
1092,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Hallen- und Bodenentwicklungsgesellschaft mbH,Private,1,26999.3412,Industrial,Niedernberg,Industrial,Niedernberg,Bavaria,,2025-08-14 00:00:00
1093,4c48b00f-c8f6-419c-a5d2-da2b723242e8,HAKA Projekt Entwicklung,Private,1,84997.926,Dev Site,Staufenberg,Dev Site,Staufenberg,Hesse,,2025-10-02 00:00:00
1094,05ec969f-268b-48b0-9fd1-1fcf6398c315,Werner Wohnbau GmbH & Co.KG,<unknown>,1,11629.716228,Apartment,Mannheim,Apartment,Niederdorfelden; Mannheim,Hesse; Baden-Wurttemberg,,2026-03-10 00:00:00
1095,eaf4bf3d-c951-4ad1-b40f-9ac89e8e102a,City of Karben,User/Other,1,122641.0074864,Dev Site,Karben,Dev Site,Karben,Hesse,,2026-04-22 00:00:00
1096,2f0ea795-b44b-4398-98dd-e4edc7b4507f,Langen Immobilienholding,Private,1,7999.8048,Dev Site,Monchengladbach,Office; Hotel; Apartment,Dusseldorf; Korschenbroich; Monchengladbach,North Rhine-Westphalia,,2025-09-09 00:00:00
1097,ed8f6077-9baf-4c0b-8bb3-670263fa9ae7,Kubota Holdings (JPN),Private,1,86830.661280168,Industrial,Zweibrucken,Industrial,Zweibrucken,Rhineland-Palatinate,,2025-07-31 00:00:00
1098,056379ea-67fb-4378-b58e-31a8ed9ff88f,Novum Invest,Private,1,12559.693536,Retail,Rostock,Retail,Rostock,Mecklenburg-West Pomerania,,2025-09-15 00:00:00
1099,abad3be0-aaf7-42e8-ab87-a88e220b0684,Hotel Schwarzer Adler GmbH,User/Other,1,4099.89996,Hotel,Pirna,Hotel,Pirna,Saxony,,2025-10-29 00:00:00
1100,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,RO Speed Cars,User/Other,1,,Seniors Housing & Care,Duisburg,Seniors Housing & Care,Duisburg,North Rhine-Westphalia,,2026-02-13 00:00:00
