rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1,ef9a0659-10ad-4cbf-b011-85eeba3b2645,Union Investment,Institutional,606,6685594.729530473,Apartment; Office,Duisburg; Berlin; Chemnitz,Apartment; Office; Retail,Berlin; Duisburg; Hamburg,North Rhine-Westphalia; Hesse; Saxony,DIFA; Defo - Deutsche Fonds; Immo-Invest: Europa; UniImmo: Deutschland (+5 more),2026-04-20 00:00:00
2,c68b64d8-b73e-4a25-ba39-38357058cd15,Patrizia,Institutional,465,7076112.492313834,Retail; Apartment,Berlin; Hamburg; Munich,Retail; Office; Apartment,Munich; Berlin; Hamburg,Hesse; North Rhine-Westphalia; Bavaria,Patrizia France; Rockspring (Patrizia); Sparinvest; SuDeWo (+1 more),2026-05-05 00:00:00
3,96bfee4b-13ae-477b-86b9-72db946855b8,ZBI,Institutional,408,1964286.52119359,Apartment; Office,Duisburg; Chemnitz; Berlin,Apartment; Office; Dev Site,Duisburg; Zwickau; Berlin,North Rhine-Westphalia; Saxony; Berlin,,2025-09-07 00:00:00
4,d356b54b-a01c-4aec-b41c-06e72f14a22c,Blackstone,Institutional,365,7312356.126356824,Industrial; Office,Berlin; Munich; Dusseldorf,Industrial; Office; Retail,Hamburg; Berlin; Dusseldorf,North Rhine-Westphalia; Bavaria; Baden-Wurttemberg,Dream Global REIT; Logicor (Blackstone); Mileway; Multi Corporation (+1 more),2026-07-22 00:00:00
5,792fb897-bfa9-4708-bb90-74b8925664d9,DekaBank,Institutional,254,4452018.8701328,Office; Retail,Munich; Hamburg; Frankfurt am Main,Office; Retail; Industrial,Frankfurt am Main; Dusseldorf; Hamburg,North Rhine-Westphalia; Hesse; Bavaria,Deka Immobilien; Deka-ImmobilienEuropa; Deka-ImmobilienGlobal; WestInvest (+2 more),2026-04-07 00:00:00
6,d01bab78-9ac8-45a9-acf6-203cdfd141bb,Vonovia SE,Public,236,4496585.29722477,Apartment; Seniors Housing & Care,Berlin; Potsdam; Gelsenkirchen,Apartment; Seniors Housing & Care; Dev Site,Berlin; Duisburg; Chemnitz,Berlin; North Rhine-Westphalia; Saxony,BUWOG (Vonovia); Deutsche Annington REOC; Deutsche Wohnen (Vonovia); Neckar Manager Sarl,2026-06-13 00:00:00
7,dcf1a66a-e4e3-4c68-9697-564862c13dc0,Slate Asset Management,Institutional,228,878582.5620624,Retail,Dresden; Berlin; Leipzig,Retail,Dresden; Berlin; Leipzig,Saxony; Saxony-Anhalt; Thuringia,,2025-12-11 00:00:00
8,c549efda-6dba-488b-9e6c-2a91958e8816,HIH Real Estate,Institutional,221,2628502.04722888,Office; Retail,Hamburg; Berlin; Frankfurt am Main,Office; Retail; Industrial,Hamburg; Berlin; Dusseldorf,North Rhine-Westphalia; Hamburg; Bavaria,HIH Invest Real Estate; IntReal; Warburg-HIH Invest,2026-07-07 00:00:00
9,19953b6b-9c80-4761-a213-60b53ae7e260,Swiss Life AM,Institutional,218,2985920.014817182,Office; Apartment,Berlin; Hamburg; Dusseldorf,Office; Apartment; Retail,Berlin; Hamburg; Dusseldorf,North Rhine-Westphalia; Bavaria; Hesse,Babcock Pensionskasse; Corpus Sireo (Swiss Life); Swiss Life REF CH Swiss Properties; Swiss Life REIM,2026-06-01 00:00:00
10,74fba7a8-f59b-4e8b-8e63-f45319110ea8,Aroundtown,Institutional,183,2812040.5146004,Office; Hotel,Berlin; Frankfurt am Main; Dresden,Retail; Office; Hotel,Berlin; Dresden; Frankfurt am Main,North Rhine-Westphalia; Berlin; Hesse,Primecity Investment PLC (AroundTown); TLG Immobilien (Aroundtown),2026-06-22 00:00:00
11,12249ef6-8ec6-4791-9c19-d73b29269efe,Catella,Institutional,170,1466678.11218084,Apartment; Office,Munich; Berlin; Nuremberg,Apartment; Office; Industrial,Munich; Hamburg; Berlin,Bavaria; North Rhine-Westphalia; Baden-Wurttemberg,CREAG; CRIM; Focus Nordic Cities,2025-12-10 00:00:00
12,8875ad68-90a0-417c-bb62-cab675242752,Universal-Investment,Institutional,166,2139791.7878064,Retail; Office,Hamburg; Berlin; Nuremberg,Retail; Office; Apartment,Hamburg; Berlin; Frankfurt am Main,Bavaria; North Rhine-Westphalia; Lower Saxony,,2026-01-22 00:00:00
13,26d45ecb-c839-4b67-bd1c-7fc4a68e4594,Howoge,User/Other,156,1074103.4616188,Apartment; Dev Site,Berlin; Panketal,Apartment; Dev Site,Berlin; Panketal,Berlin; Brandenburg,,2024-11-13 00:00:00
