rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1461,4c48b00f-c8f6-419c-a5d2-da2b723242e8,REAK real estate GmbH,Private,1,9999.756,Retail,Bad Durrenberg,Retail,Bad Durrenberg,Saxony-Anhalt,,2024-08-21 00:00:00
1462,afe9fb80-ea5c-4966-b9e2-8c63a698b871,MyShare SCPI,Private,1,,Other Hospitality,Medebach,Other Hospitality,Medebach,North Rhine-Westphalia,,2025-01-14 00:00:00
1463,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Frischemarkte BAUR Konstanz KG,User/Other,1,3474.91521,Retail,Konstanz,Retail,Konstanz,Baden-Wurttemberg,,2026-06-16 00:00:00
1464,f0477f7b-53a6-4d7e-a3b2-4f145b23d7cf,Kreissparkasse Munchen-Starnberg-Ebersberg,Institutional,1,7999.8048,Office,Munich,Office,Munich,Bavaria,,2026-06-30 00:00:00
1465,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Dana Immobilien,Private,1,1584.961326,Apartment,Berlin,Apartment,Berlin,Berlin,,2025-01-01 00:00:00
1466,4c48b00f-c8f6-419c-a5d2-da2b723242e8,FSW Fortuna Senioren Wohnen,Private,1,1584.961326,Apartment,Berlin,Apartment,Berlin,Berlin,,2025-01-01 00:00:00
1467,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,igus SE & Co. KG,User/Other,1,21999.4632,Dev Site,Cologne,Dev Site,Cologne,North Rhine-Westphalia,,2025-12-09 00:00:00
1468,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Retzer Industry Eitorf GmbH & Co. KG,Private,1,52498.719,Industrial,Eitorf,Industrial,Eitorf,North Rhine-Westphalia,,2024-08-15 00:00:00
1469,4c48b00f-c8f6-419c-a5d2-da2b723242e8,WH Capital Partners,Private,1,2299.94388,Industrial,Erfurt,Industrial,Erfurt,Thuringia,,2025-07-02 00:00:00
1470,82384537-e105-447b-b7aa-be72ebe7220e,City Link Developments Pty Ltd,Private,1,9471.7688832,Industrial,Castrop-Rauxel,Industrial,Castrop-Rauxel,North Rhine-Westphalia,,2025-03-17 00:00:00
1471,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Schick Life,Private,1,1799.95608,Office,Bamberg,Office,Bamberg,Bavaria,,2025-03-18 00:00:00
1472,b8d90554-d776-4cb0-8c8d-f9d1a091db0c,AS Holding Hildesheim GmbH,Private,1,10249.7499,Industrial,Hildesheim,Industrial,Hildesheim,Lower Saxony,,2026-05-18 00:00:00
1473,3ec760e5-a892-4100-bc4b-768e31371b77,Home & Co Management GmbH,Private,1,5899.85604,Apartment,Berlin,Apartment,Berlin,Berlin,,2026-05-21 00:00:00
1474,4c48b00f-c8f6-419c-a5d2-da2b723242e8,SuCasa GmbH DE,Private,1,3399.91704,Apartment,Datteln,Apartment,Datteln,North Rhine-Westphalia,,2026-02-18 00:00:00
1475,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Bewital Holding GmbH & Co. KG,User/Other,1,6929.830908,Industrial,Velen,Industrial,Velen,North Rhine-Westphalia,,2024-09-11 00:00:00
1476,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Familux Resorts,Private,1,25999.3656,Dev Site,Fehmarn,Dev Site,Fehmarn,Schleswig-Holstein,,2026-01-21 00:00:00
1477,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Lieblingsplatz Hotels Betriebs- und Managementgesellschaft mbH,User/Other,1,,Hotel,Herrsching am Ammersee,Hotel,Herrsching am Ammersee,Bavaria,,2026-01-10 00:00:00
1478,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Geberit International,User/Other,1,179995.608,Dev Site,Ibbenburen,Dev Site,Ibbenburen,North Rhine-Westphalia,,2025-01-20 00:00:00
1479,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Leonhard Weiss Bauunternehmung,User/Other,1,29999.268,Dev Site,Salach,Dev Site,Salach,Baden-Wurttemberg,,2025-07-28 00:00:00
1480,b2bc188f-44e8-4a90-a9b9-f4884911d31f,Deutsche Aircraft GmbH,Private,1,60498.5238,Dev Site,Schkeuditz,Dev Site,Schkeuditz,Saxony,,2024-09-20 00:00:00
