rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
341,df3cb2d2-c873-407f-975a-89b49252b895,DW Real Estate,Private,11,247847.9523624,Office; Apartment,Munich; Berlin; Leipzig,Office; Apartment,Munich; Dusseldorf; Heidelberg,Bavaria; North Rhine-Westphalia; Baden-Wurttemberg,,2026-03-20 00:00:00
342,73544510-6ab6-45f1-9b45-f2fb80cbf196,Global Gate,Institutional,11,160798.0764312,Industrial,Hamburg; Gross-Gerau; Erfurt,Industrial; Office,Gross-Gerau; Hamburg; Munich,Hesse; Bavaria; North Rhine-Westphalia,,2026-06-01 00:00:00
343,f51baa95-da38-430f-95a5-9d1571666b8d,Pradera,Institutional,11,300712.662432,Retail,Cologne; Hofheim am Taunus; Koblenz,Retail,Wiesbaden; Cologne; Hallstadt,Hesse; North Rhine-Westphalia; Bavaria,,2025-09-15 00:00:00
344,5df02c57-5e3c-4fdf-9efc-1c362e3a203a,Doblinger Gruppe,Private,11,300198.0090664,Office; Dev Site,Munich; Frankfurt am Main; Haar,Industrial; Office; Dev Site,Munich; Stuttgart; Berlin,Bavaria; Baden-Wurttemberg; North Rhine-Westphalia,Dibag Industriebau,2024-08-30 00:00:00
345,97b5ed77-df55-4c66-b79f-db7c8e0ce642,SynVest RE Fund,Institutional,11,42122.9500642,Retail; Office,Wilhelmshaven; Wiesbaden; Gummersbach,Retail; Office; Apartment,Grefrath; Wiesbaden; Wittenberge,North Rhine-Westphalia; Brandenburg; Lower Saxony,,2025-11-11 00:00:00
346,54d10d99-13fd-4b8f-b290-0edfe2447af8,FN Capital Holding,Private,11,74463.021318816,Industrial; Other General,Bobzin; Ziesendorf; Dresden,Retail; Industrial; Other General,Rostock; Bobzin; Ziesendorf,Mecklenburg-West Pomerania; Saxony-Anhalt; Saxony,,2025-11-24 00:00:00
347,ca97beaf-b1c4-49fd-bca7-4f35189a516e,Trockland,Private,11,103970.4630588,Dev Site; Office,Berlin; Potsdam,Dev Site; Office; Apartment,Berlin; Potsdam,Berlin; Brandenburg,,2026-07-07 00:00:00
348,8ada5896-14b5-46ef-a238-45832e5782d5,Fiege Logistik,Private,11,821471.9555952001,Dev Site; Industrial,Munster; Landsberg; Burgwedel,Industrial; Dev Site,Bremen; Burgwedel; Neuss,North Rhine-Westphalia; Lower Saxony; Saxony-Anhalt,,2025-06-27 00:00:00
349,9a1c6706-9fb9-4eeb-a889-2ce61a10353d,Urban Partners,Institutional,11,303770.5878168,Dev Site; Apartment,Cologne; Garbsen; Hamburg,Dev Site; Apartment; Industrial,Cologne; Garbsen; Hamburg,North Rhine-Westphalia; Lower Saxony; Hamburg,NREP,2026-06-22 00:00:00
350,829266da-ebf0-4dc7-a7c2-2cefdec11f04,REinvest Asset Management,Institutional,11,204148.0186668,Office; Retail,Berlin; Leipzig; Essen,Office; Retail,Berlin; Leipzig; Essen,North Rhine-Westphalia; Berlin; Saxony,,2024-09-01 00:00:00
351,b72bfb6d-2db4-4e44-9d1d-c6c50f3e0a48,Getec Gruppe,Private,11,103215.454354,Office; Dev Site,Hanover; Magdeburg; Gottingen,Office; Dev Site; Apartment,Hanover; Magdeburg; Gottingen,Lower Saxony; Saxony-Anhalt,,2026-07-08 00:00:00
352,48c166be-c9c1-4714-86a3-aef55a00a93a,Hopp Family Office,Private,11,287854.9761672,Office; Dev Site,Heidelberg; Frankfurt am Main; Teltow,Office; Dev Site; Apartment,Heidelberg; Frankfurt am Main; Teltow,Hesse; Baden-Wurttemberg; Bavaria,7280 Improving Assets,2025-12-23 00:00:00
353,36b1e79e-2c7a-4db0-aa07-075b27936250,JD.com Inc,User/Other,11,505692.660798,Industrial,Osnabruck; Falkensee; Morfelden-Walldorf,Industrial,Osnabruck; Falkensee; Morfelden-Walldorf,Lower Saxony; Brandenburg; Hesse,JD Property; Jindong Logistics,2026-01-31 00:00:00
354,ea22167e-e223-4eb9-8803-4d69a7e062a0,City of Munich,User/Other,11,574757.9755632,Apartment; Office,Munich,Dev Site; Apartment; Office,Munich,Bavaria,,2025-12-19 00:00:00
355,48dd14f8-047c-4ea3-b580-4785fcd124dd,Amadeus Group,Private,11,45098.89956,Apartment,Siegen; Blankenhain; Mainz,Apartment,Siegen; Blankenhain; Mainz,Hesse; North Rhine-Westphalia; Rhineland-Palatinate,,2026-03-02 00:00:00
356,82ab7a6a-edc9-4d3f-91c7-4ccaa6d47dbb,Revikon GmbH,Private,10,1098969.34710976,Dev Site; Industrial,Giessen; Wetzlar; Langgons,Dev Site; Industrial; Apartment,Giessen; Wetzlar; Babenhausen,Hesse; Rhineland-Palatinate,,2026-04-20 00:00:00
357,241b5e36-4edd-4c4a-a5c0-725a9b875290,Revitalis,Private,10,118494.1086732,Dev Site; Office,Dresden; Erfurt; Freiburg im Breisgau,Apartment; Dev Site; Office,Dresden; Erfurt; Freiburg im Breisgau,Saxony; Hesse; Thuringia,,2025-09-01 00:00:00
358,bbf8efdf-d441-473a-99f3-97e8715b596f,Cosimo Immobilien,Private,10,140309.5763628,Office; Retail,Berlin; Potsdam; Duisburg,Office; Retail; Dev Site,Berlin; Dusseldorf; Munich,North Rhine-Westphalia; Berlin; Brandenburg,,2026-02-05 00:00:00
359,f526b9cb-f04c-4436-8e86-93dc34513bd3,Aug.Prien,Private,10,108019.3642632,Dev Site; Industrial,Hamburg; Dusseldorf; Pinneberg,Office; Apartment; Dev Site,Hamburg; Dusseldorf; Pinneberg,Hamburg; Schleswig-Holstein; North Rhine-Westphalia,,2026-07-02 00:00:00
360,f84bd381-e920-44f3-941b-24bf4bd45f36,Immovation Immobilien,Private,10,241207.1144028,Apartment; Dev Site,Kassel; Monchengladbach; Salzgitter,Apartment; Dev Site; Seniors Housing & Care,Kassel; Heidenheim an der Brenz; Dresden,Hesse; Lower Saxony; Baden-Wurttemberg,,2024-11-04 00:00:00
