rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
181,d06e9af2-2231-469d-be9d-51e15f79c828,Zurich Financial,Institutional,25,333072.8728236,Office; Apartment,Hamburg; Berlin; Frankfurt am Main,Office; Retail; Hotel,Berlin; Hamburg; Frankfurt am Main,Berlin; North Rhine-Westphalia; Hesse,Immobilien Europa Direkt; Zurich Assurance; Zurich Financial Services; Zurich Insurance (+1 more),2025-05-01 00:00:00
182,fb1bb047-eb4b-4bd0-97b5-570727294d45,Versicherungskammer Bayern,Institutional,25,421032.7265508,Office; Retail,Munich; Berlin; Hamburg,Office; Retail; Apartment,Munich; Berlin; Frankfurt am Main,Bavaria; Berlin; North Rhine-Westphalia,,2026-03-05 00:00:00
183,e89e3551-4c2d-4d74-b0eb-764ee6e4df54,HighBrook Investors,Institutional,25,184725.492588,Industrial; Office,Berlin; Mannheim; Nuremberg,Industrial; Office; Dev Site,Berlin; Mannheim; Nuremberg,Berlin; North Rhine-Westphalia; Baden-Wurttemberg,,2025-07-09 00:00:00
184,75f2b3c1-5d91-461a-86e5-e8b4f96edf55,Propetti,Private,25,100293.5527776,Retail; Office,Minden; Stuttgart; Einbeck,Retail; Office; Apartment,Berlin; Minden; Stuttgart,North Rhine-Westphalia; Lower Saxony; Bremen,,2026-02-17 00:00:00
185,27c82cd9-3b22-43c1-99a5-a1bc49b21b1b,R+V Versicherung,Institutional,25,366274.0626948,Office; Retail,Hamburg; Munich; Frankfurt am Main,Office; Retail; Apartment,Hamburg; Munich; Frankfurt am Main,Baden-Wurttemberg; Hesse; Bavaria,,2026-07-20 00:00:00
186,9897886a-7e53-46bd-9724-3304d5697a96,Starwood Capital,Institutional,24,459501.7878828,Industrial; Hotel,Hildesheim; Oberding; Niederviehbach,Industrial; Hotel; Office,Dresden; Leipzig; Ratingen,North Rhine-Westphalia; Saxony; Hesse,Louvre Hotels (Starwood),2026-03-12 00:00:00
187,f5530266-c468-4932-8173-0e5163c3a0d1,UBM,Public,24,215006.7537072,Dev Site; Hotel,Munich; Mainz; Berlin,Dev Site; Office; Hotel,Munich; Berlin; Mainz,Bavaria; Berlin; Rhineland-Palatinate,Munchner Grund; Strauss & Partner; UBM Group,2024-10-04 00:00:00
188,246f1d13-7ec6-4fed-84e2-0be20f53ad33,GEG German Estate Group,Institutional,24,538802.4653108,Office; Hotel,Frankfurt am Main; Dusseldorf; Cologne,Office; Hotel; Retail,Frankfurt am Main; Munich; Dusseldorf,Hesse; Bavaria; North Rhine-Westphalia,,2024-10-08 00:00:00
189,70c9a8b3-85b4-4fbd-aa9d-9ada5ab02384,GEWOBAG,User/Other,24,695129.0384376,Apartment; Retail,Berlin,Apartment; Office; Retail,Berlin; Neuruppin,Berlin; Brandenburg,,2025-03-11 00:00:00
190,5ae148e5-8918-489f-96bd-109c6c14442e,Aldi,User/Other,24,835916.7718436,Dev Site; Retail,Cologne; Aachen; Leichlingen (Rheinland),Dev Site; Retail; Industrial,Berlin; Bremen; Leichlingen (Rheinland),North Rhine-Westphalia; Baden-Wurttemberg; Berlin,Aldi Nord; Aldi Sud,2026-04-30 00:00:00
191,73fb589f-87a6-4124-9522-b94a88754763,Gateway RE AG,Public,23,791055.00079704,Dev Site; Retail,Cologne; Berlin; Wiesbaden,Retail; Office; Dev Site,Berlin; Dusseldorf; Cologne,North Rhine-Westphalia; Berlin; Bavaria,Development Partner (Gateway),2026-04-02 00:00:00
192,ac7f982e-f1a2-496a-8447-d64797549f17,GxP German Properties,Institutional,23,207003.9489804,Office; Retail,Hanover; Dresden; Berlin,Office; Retail; Apartment,Berlin; Hanover; Dresden,North Rhine-Westphalia; Berlin; Hesse,GAM,2025-09-11 00:00:00
193,b23312b6-73d2-471e-8472-ff5741b01cd9,Hagedorn,Private,23,1676999.45858712,Dev Site; Industrial,Bielefeld; Gutersloh; Leipzig,Dev Site; Industrial,Bielefeld; Gutersloh; Leipzig,North Rhine-Westphalia; Lower Saxony; Saxony,,2026-06-11 00:00:00
194,068207bb-a527-4d57-a348-df0fb6b8a3d3,Optima Aegidius Firmengruppe,Private,23,228448.20605106,Office; Apartment,Munich; Dresden; Berlin,Office; Apartment; Dev Site,Munich; Dresden; Berlin,Bavaria; Saxony; Berlin,,2025-12-17 00:00:00
195,93f5a8e8-ee80-4957-ba0e-cb60c105be9c,May & Co.,Private,23,499175.89398416,Dev Site; Retail,Hamburg; Nuremberg; Salzgitter,Dev Site; Retail; Industrial,Hamburg; Schonefeld; Nuremberg,Lower Saxony; Schleswig-Holstein; Hamburg,,2026-02-11 00:00:00
196,91809ba9-4579-47a0-a875-6af5675e3bdb,HEICO Holding GmbH,Private,23,122860.0021428,Retail,Bremen; Jever; Pforzheim,Retail; Dev Site,Osterode am Harz; Bremen; Hattorf am Harz,Lower Saxony; North Rhine-Westphalia; Bavaria,,2024-11-06 00:00:00
197,5217311d-8c2d-4067-b5b2-62aaf7c27cbd,Livos Gruppe,Private,23,524971.578872188,Industrial; Office,Berlin; Rostock; Schwabmunchen,Industrial; Office; Apartment,Berlin; Pohlheim; Bad Hersfeld,Berlin; Hesse; Thuringia,,2025-02-03 00:00:00
198,ff7b9bc4-938e-4692-b78e-7afcae7c744f,Deutsche Reihenhaus,Private,23,394745.12524888,Dev Site,Kaltenkirchen; Ladenburg; Leichlingen (Rheinland),Dev Site; Apartment; Condo,"Hanau, Bruder-Grimm-Stadt; Gelsenkirchen; Kaltenkirchen",North Rhine-Westphalia; Rhineland-Palatinate; Baden-Wurttemberg,DRH Deutsche Reihenhaus AG,2026-01-01 00:00:00
199,99acba4b-9fe4-4ac7-924d-ca422b14985f,Kaufland,User/Other,23,260162.6518764,Retail; Dev Site,Hamburg; Ahaus; Witten,Retail; Dev Site; Industrial,Berlin; Hamburg; Luneburg,North Rhine-Westphalia; Baden-Wurttemberg; Saxony,,2025-03-18 00:00:00
200,3da3d73b-f034-4fb7-bd14-02c407add5c7,VGP Group,Private,23,3710680.60040224,Dev Site; Industrial,Neu Wulmstorf; Frankenthal (Pfalz); Giessen,Dev Site; Industrial; Apartment,Neu Wulmstorf; Frankenthal (Pfalz); Erfurt,Hesse; Lower Saxony; Rhineland-Palatinate,,2026-01-27 00:00:00
