rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
401,1c4086f5-bbc2-415e-b104-f1c0bc2b9740,Globus SB-Warenhaus Holding & Co,Private,9,263102.747732,Retail; Dev Site,Taunusstein; Koblenz; Peine,Retail; Dev Site,Idar-Oberstein; Taunusstein; Koblenz,Rhineland-Palatinate; Bavaria; Hesse,,2026-03-03 00:00:00
402,7da55da8-4ab5-45a5-b5b5-cd7948f9b315,Valor Real Estate Partners,Institutional,9,128400.8669424,Industrial,Berlin; Offenbach am Main; Neuss,Industrial,Berlin; Offenbach am Main; Neuss,Berlin; Brandenburg; Hesse,,2025-12-16 00:00:00
403,f4ef298c-1b04-492b-9723-dbab9df6c0ea,FAY Projects,Private,9,131195.7987444,Dev Site; Retail,Wiesloch; Chemnitz; Schonefeld,Office; Dev Site; Retail,Mannheim; Frankfurt am Main; Cologne,Baden-Wurttemberg; Hesse; North Rhine-Westphalia,,2026-04-16 00:00:00
404,3451c479-53cd-4138-b361-6bf3a8f1faea,Vivum GmbH,Private,9,29699.27532,Dev Site; Apartment,Frankfurt am Main; Berlin; Hamburg,Apartment; Retail; Dev Site,Frankfurt am Main; Berlin; Hamburg,Hesse; Berlin; Hamburg,,2025-08-06 00:00:00
405,5af11f4b-1e19-4b32-8c83-71a9465cfaf4,Arcadia Investment GmbH,Private,9,208334.916504,Dev Site; Office,Leipzig; Schonefeld; Gera,Dev Site; Retail; Parking Facility,Leipzig; Neubrandenburg; Schonefeld,Saxony; Mecklenburg-West Pomerania; Brandenburg,,2026-06-09 00:00:00
406,10e891b8-81ef-4b27-b258-02dfa1902b3b,AEW Commerce Europe SCPI,Private,9,120397.04366,Retail; Office,Rosenheim; Falkensee; Cologne,Retail; Office,Bremen; Rosenheim; Falkensee,Bavaria; North Rhine-Westphalia; Bremen,Actipierre Europe SCPI,2026-03-31 00:00:00
407,2ffeee0b-3d5e-4a46-83ce-2176712d42cc,Dormero Hotels,User/Other,9,4699.88532,Hotel,Luneburg; Weingarten; Pirmasens,Hotel,Luneburg; Weingarten; Pirmasens,Baden-Wurttemberg; Lower Saxony; Rhineland-Palatinate,,2026-03-05 00:00:00
408,ab446fde-b4a4-4d53-bced-3f002f6886f0,PSD Bank,Institutional,9,36799.10208,Apartment; Office,Erlangen; Mainz; Budenheim,Apartment; Office; Hotel,Erlangen; Mainz; Budenheim,Rhineland-Palatinate; Lower Saxony; Bavaria,,2024-12-01 00:00:00
409,c0b17681-bf28-48bb-9a47-ce94b0105694,Primus Immobilien,Private,9,40916.0016252,Hotel; Dev Site,Berlin; Prerow; Potsdam,Office; Hotel; Dev Site,Berlin; Cologne; Prerow,Berlin; North Rhine-Westphalia; Mecklenburg-West Pomerania,,2026-05-07 00:00:00
410,2424ddf1-c2a6-4759-90f8-7b1a67ec905c,PLAZA Hotel,Private,9,41373.99045,Hotel,Hamburg; Gelsenkirchen; Timmendorfer Strand,Hotel,Hamburg; Gelsenkirchen; Timmendorfer Strand,Hamburg; Schleswig-Holstein; North Rhine-Westphalia,,2025-02-04 00:00:00
411,ea347712-c641-47f4-83be-fcfcbe27cee3,SCPI Iroko Zen,Private,9,131722.7858856,Retail; Industrial,Hirschstein; Guben; Leipzig,Retail; Industrial; Office,Hirschstein; Guben; Leipzig,Saxony; Brandenburg; North Rhine-Westphalia,,2026-03-31 00:00:00
412,bc6ae602-d014-4909-b0ca-6f5c338662bf,Atream,Institutional,9,15241.6280952,Hotel; Other Hospitality,Berlin; Aschheim; Erlangen,Hotel; Other Hospitality,Berlin; Aschheim; Erlangen,Bavaria; Berlin; Lower Saxony,,2026-04-14 00:00:00
413,602ac184-e869-4420-b493-4fe1202b251f,SCPI Atream Hotels,Private,9,15241.6280952,Hotel; Other Hospitality,Berlin; Aschheim; Erlangen,Hotel; Other Hospitality,Berlin; Aschheim; Erlangen,Bavaria; Berlin; Lower Saxony,,2026-04-14 00:00:00
414,a76eb77f-a092-46e5-b760-601f4a5f7a21,Leoff Gruppe,Institutional,9,85730.9081148,Retail,Berlin; Horstel; Brandenburg an der Havel,Retail,Berlin; Horstel; Brandenburg an der Havel,North Rhine-Westphalia; Berlin; Brandenburg,,2026-03-02 00:00:00
415,ac75d661-f44e-4463-add0-4f1a290099bb,REITS Family Office,Private,9,64322.4304944,Apartment; Office,Hamburg; Berlin; Saarbrucken,Apartment; Office; Retail,Hamburg; Berlin; Saarbrucken,Hamburg; Berlin; Saarland,,2026-06-09 00:00:00
416,6597e050-7928-487c-bc2e-e0e246fab098,Concept-Real AG,Private,9,116727.151788,Retail; Office,Munich; Unterhaching,Retail; Office; Dev Site,Munich; Unterhaching,Bavaria,Schwaiger Group,2025-12-15 00:00:00
417,84d4447e-b9ab-41ab-8987-a582ba19d978,Greenwater Capital GmbH,<unknown>,9,16419.599352,Apartment; Retail,Wiesbaden; Frankfurt am Main; Feldatal,Apartment; Retail,Wiesbaden; Frankfurt am Main; Feldatal,Hesse; North Rhine-Westphalia,,2024-09-25 00:00:00
418,a052576c-1867-48df-90c3-ecdeaa5afd16,Downtown Immobilien,Private,9,12157.7033448,Apartment,Monchengladbach; Dusseldorf; Cologne,Apartment,Monchengladbach; Dusseldorf; Cologne,North Rhine-Westphalia; Hamburg,,2026-04-27 00:00:00
419,7cbff6e4-59d6-4f2e-a10f-d6bd47327b95,publity,Institutional,8,135595.6913844,Office; Retail,Bad Homburg vor der Hohe; Bensheim; Leipzig,Office; Industrial; Retail,Frankfurt am Main; Ratingen; Cologne,North Rhine-Westphalia; Hesse; Bavaria,PREOS Real Estate AG,2026-06-01 00:00:00
420,28ffa342-6403-4ef4-a2ca-d42d75d6b547,NorthWest Healthcare Properties,Public,8,62574.864812,Office,Konigs Wusterhausen; Berlin; Fulda,Office,Berlin; Fulda; Hamburg,Berlin; Hesse; Bavaria,,2026-07-01 00:00:00
