rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
921,d45b8ca6-9450-42c7-81e8-5e68d9de0037,EDF Electricite de France,User/Other,1,26199.36072,Office,Berlin,Hotel; Office,Berlin,Berlin,,2025-09-01 00:00:00
922,20a74b26-420f-4040-81ea-b04a63af0b1b,Laffitte Pierre SCPI,Private,1,11499.7194,Office,Cologne,Office,Bremen; Cologne,Bremen; North Rhine-Westphalia,,2026-03-31 00:00:00
923,613cd660-72a4-4678-9718-86a5d3aca7d4,Accel Real Estate,Institutional,1,4639.886784,Office,Hennef (Sieg),Office,Dortmund; Neustadt an der Weinstrasse; Hennef (Sieg),North Rhine-Westphalia; Rhineland-Palatinate,,2025-01-22 00:00:00
924,4c48b00f-c8f6-419c-a5d2-da2b723242e8,ecoPARKS GmbH,Private,1,74998.17,Dev Site,Leipzig,Dev Site,Gelsenkirchen; Leipzig,North Rhine-Westphalia; Saxony,,2024-10-02 00:00:00
925,a0164493-1f64-4d0e-9cfd-1c65709cdeb7,Pontegadea,Private,1,118497.1086,Industrial,,Retail; Industrial,Berlin,Berlin,Ponte Gadea,2024-10-15 00:00:00
926,80c32d30-92a8-4671-85e9-a1d9e79c6cd8,Archigon Projektentwicklung,Private,1,1499.9634,Dev Site,Berlin,Dev Site; Apartment,Berlin,Berlin,,2025-08-05 00:00:00
927,571a6ecb-f746-42bc-bab7-5febb1a278af,Birkenstock,Private,1,17999.5608,Industrial,Dresden,Industrial,Wittichenau; Dresden,Saxony,,2025-09-25 00:00:00
928,d83aa846-966f-427a-9892-c3de1817c112,Boxheimer und Scheuermann,Private,1,13999.6584,Retail,Mannheim,Office; Retail,Mannheim; Dusseldorf,Baden-Wurttemberg; North Rhine-Westphalia,,2025-08-11 00:00:00
929,2914bc3c-3735-4b62-b6c8-e82f1b8c80fe,Werkmann UG,Private,1,12626.6919012,Retail,"Gelnhausen, Barbarossast., Krst.",Retail; Dev Site,"Friedberg (Hessen); Gelnhausen, Barbarossast., Krst.; Hattersheim am Main",Hesse,,2024-11-20 00:00:00
930,366a8611-2228-4865-8c19-ca662a45ee53,VSW Zahnarztekammer Schleswig-Holstein,Institutional,1,15608.6191404,Office,Augsburg,Office,Frankfurt am Main; Augsburg,Hesse; Bavaria,,2025-10-27 00:00:00
931,4c48b00f-c8f6-419c-a5d2-da2b723242e8,N17 Projects GmbH,Private,1,,Apartment,,Apartment,Cologne,North Rhine-Westphalia; Hesse,,2025-12-19 00:00:00
932,65cc8b63-3f90-4ffa-b025-fa01acabe888,Klaus-Michael Kuehne,Private,1,27999.3168,Office,Berlin,Office,Berlin; Hamburg,Berlin; Hamburg,,2025-10-15 00:00:00
933,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Tolke & Fischer,User/Other,1,13999.6584,Dev Site,Willich,Dev Site,Willich,North Rhine-Westphalia,,2025-04-03 00:00:00
934,eaf4bf3d-c951-4ad1-b40f-9ac89e8e102a,Stadt Emden,User/Other,1,,Parking Facility,Emden,Parking Facility,Emden,Lower Saxony,,2026-03-13 00:00:00
935,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Besch Immobiliengruppe,Private,1,999.9756,Retail,Dusseldorf,Retail,Dusseldorf,North Rhine-Westphalia,,2025-03-04 00:00:00
936,46b8cb7d-bf4e-4a04-9d9c-43189990c0be,Projekton Immobilien,Private,1,3999.9024,Dev Site,Cologne,Dev Site; Apartment; Retail,Cologne; Langenfeld (Rheinland); Koblenz,North Rhine-Westphalia; Rhineland-Palatinate,,2025-04-09 00:00:00
937,4c48b00f-c8f6-419c-a5d2-da2b723242e8,ENIT GmbH,Private,1,7101.8267112,Office,Halle (Saale),Office,Halle (Saale),Saxony-Anhalt,,2025-01-01 00:00:00
938,c7f82fb6-bc26-4256-bea3-a186c4541635,Borchard Group,Private,1,2751.9328512,Office,Bonn,Apartment; Office,Bielefeld; Bonn,North Rhine-Westphalia,,2025-11-03 00:00:00
939,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Euler Property GmbH,Private,1,4999.878,Dev Site,Neu-Isenburg,Dev Site,Neu-Isenburg,Hesse,,2025-06-25 00:00:00
940,a291f42a-e9c2-46c3-811f-25661e705041,City of Krefeld,User/Other,1,4499.8902,Dev Site,Krefeld,Dev Site; Office; Industrial,Krefeld,North Rhine-Westphalia,,2025-04-29 00:00:00
