rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
881,e88f1c9c-5348-4e4d-b858-b3fb495132e4,ARUXIA GmbH,Institutional,2,10034.755146,Apartment,Usingen; Stadtallendorf,Apartment,Usingen; Stadtallendorf,Hesse,,2025-10-03 00:00:00
882,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Peters Development GmbH,Private,2,16999.5852,Dev Site; Industrial,Magdeburg; Neustadt am Rubenberge,Dev Site; Industrial,Magdeburg; Neustadt am Rubenberge,Saxony-Anhalt; Lower Saxony,,2025-08-19 00:00:00
883,67cc0281-25d2-4d2b-b093-ae1194f44391,Capstone Vermogensverwaltung GmbH,Institutional,2,,Hotel; Apartment,Munich,Hotel; Apartment,Munich,Bavaria,,2024-11-15 00:00:00
884,2416e218-1fa7-4fb1-88cf-b95ece73ef36,NorthC Datacenters - DWS,Private,1,9499.7682,Dev Site,Neu-Isenburg,Data Center; Dev Site,Munich; Frankfurt am Main; Nuremberg,Bavaria; Hesse; Berlin,,2026-02-11 00:00:00
885,d077be15-38a6-47aa-8b1c-0a8300360dcc,Opcimmo,Institutional,1,49498.7922,Office,Munich,Office,Hamburg; Dusseldorf; Frankfurt am Main,Hamburg; North Rhine-Westphalia; Hesse,,2026-06-09 00:00:00
886,85100349-827b-48dd-ba71-68fa2277833c,City of Wuppertal,User/Other,1,5999.8536,Dev Site,Wuppertal,Dev Site; Office,Wuppertal,North Rhine-Westphalia,,2024-11-20 00:00:00
887,5694217f-8e00-4590-bb25-09b9cc781ced,ZECH Real Estate AG,Private,1,9999.756,Industrial,Willich,Office; Hotel; Retail,Hamburg; Cologne; Delmenhorst,North Rhine-Westphalia; Hamburg; Lower Saxony,DIH Deutsche Immobilien Holding,2025-08-04 00:00:00
888,b1c9df78-59b2-4702-80fc-73acd1163fab,Bertram Projektmanagement,Private,1,3999.9024,Retail,Hanover,Industrial; Office; Retail,Sarstedt; Hanover; Osnabruck,Lower Saxony; North Rhine-Westphalia,,2025-02-27 00:00:00
889,6acbc469-f398-403a-acda-630905d01d6f,EdgeConneX,Private,1,78626.0814768,Dev Site,Dietzenbach,Data Center; Dev Site; Industrial,Munich; Maintal; Heusenstamm,Hesse; Bavaria,,2024-12-31 00:00:00
890,4537490a-1bbd-4fe9-a24e-bc321f73703f,Maple Knoll Capital,Institutional,1,3632.881441,Office,Landshut,Office,Landshut; Dusseldorf; Munich,Bavaria; North Rhine-Westphalia,,2024-09-15 00:00:00
891,3c444a8a-476e-4bd9-8bcb-4799a37a5c78,HTB (Hanseatische Fondstreuhand GmbH),Institutional,1,3999.9024,Retail,Niederfullbach,Retail; Office,Hamburg; Bayreuth; Ettlingen,Bavaria; Hamburg; Baden-Wurttemberg,Noris Immobilienfonds Verwaltungs 9,2024-12-31 00:00:00
892,3efa1caa-a806-4801-b492-0012c3817743,Central Group,Private,1,59998.536,Retail,Berlin,Retail; Office,Dusseldorf; Berlin; Essen,North Rhine-Westphalia; Berlin,,2026-07-10 00:00:00
893,aa2eb8fa-7499-4825-9cce-cd9174f571ac,SAM Group,Institutional,1,10577.7418968,Office,Dusseldorf,Office; Seniors Housing & Care,Frankfurt am Main; Wittmund; Emden,Hesse; Lower Saxony; North Rhine-Westphalia,,2026-03-05 00:00:00
894,a7250bcc-ae19-4a9f-a7c5-0777d486fd1e,Ziegert Group,Private,1,25999.3656,Dev Site,Berlin,Dev Site; Apartment; Retail,Berlin; Glienicke/Nordbahn; Lengede,Berlin; Brandenburg; Lower Saxony,INCEPT,2025-06-26 00:00:00
895,9070e186-3275-4bed-996b-e14e342fe2b2,THI Holding GmbH & Co.KG,Private,1,11339.723304,Office,Stuttgart,Retail; Apartment; Office,Herten; Peine; Laatzen,Lower Saxony; North Rhine-Westphalia; Baden-Wurttemberg,,2025-11-15 00:00:00
896,49796445-c31c-4b9a-af10-3ac544db5ba7,City of Oldenburg,User/Other,1,1089964.3310144,Dev Site,Oldenburg (Oldenburg),Dev Site,Oldenburg (Oldenburg); Gremersdorf,Lower Saxony; Schleswig-Holstein,,2025-09-19 00:00:00
897,3fbb8bb6-1d5b-4aa2-a890-160ec69fa216,LIG Lammerting Immobilien Gruppe,Private,1,9999.756,Retail,Hof,Office; Dev Site; Hotel,Cologne; Dusseldorf; Karlsruhe,North Rhine-Westphalia; Baden-Wurttemberg; Bavaria,LIAG Lammerting Industriebau Gmbh; Lammerting,2025-10-30 00:00:00
898,24af671f-7a12-4fb7-9752-75c292e072e9,ERES REIT,Public,1,3632.881441,Office,Landshut,Office,Landshut; Dusseldorf,Bavaria; North Rhine-Westphalia,EC-REIT,2024-09-15 00:00:00
899,127eb389-744a-4bfd-a987-e2ecfa1c9022,thallos AG,Private,1,5599.86336,Office,Neu-Isenburg,Office; Retail; Dev Site,Leinfelden-Echterdingen; Radolfzell am Bodensee; Schwabisch Gmund,Baden-Wurttemberg; Hesse,,2026-04-30 00:00:00
900,c5d6c4ea-8d43-49cb-8937-43dd967bb2e8,TBR Immobilien Consulting,Private,1,1999.9512,Office,Cologne,Office; Industrial,Mannheim; Teningen; Dusseldorf,Baden-Wurttemberg; North Rhine-Westphalia,,2026-03-31 00:00:00
