rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1541,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Kern & Sohn GmbH,User/Other,1,3179.922408,Industrial,Balingen,Industrial,Balingen,Baden-Wurttemberg,,2025-12-03 00:00:00
1542,046229da-8faa-44d6-9273-fb2a85d4af7c,Yorizon,Private,1,7499.817,Dev Site,Dorfen,Dev Site,Dorfen,Bavaria,,2025-06-25 00:00:00
1543,4c48b00f-c8f6-419c-a5d2-da2b723242e8,4. HII GmbH,Private,1,12399.69744,Industrial,Bremen,Industrial,Bremen,Bremen,,2026-02-16 00:00:00
1544,573a648d-851d-40ac-8c81-d70a34b88b7c,MPT Partners,Private,1,,Other General,,Other General,,,,2018-06-07 00:00:00
1545,90f89906-6563-47cf-8418-6282d836b42b,Vengrove,Private,1,16570.5956676,Industrial,Leverkusen,Industrial,Leverkusen,North Rhine-Westphalia,,2026-07-14 00:00:00
1546,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Denz Immobilien GmbH,Private,1,2907.9290448,Apartment,Freiburg im Breisgau,Apartment,Freiburg im Breisgau,Baden-Wurttemberg,,2026-06-15 00:00:00
1547,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Skorpion Gluckwunschkarten Verlag GmbH & Co. KG,User/Other,1,3029.926068,Industrial,Ahrensburg,Industrial,Ahrensburg,Schleswig-Holstein,,2026-06-08 00:00:00
1548,e3f13cc2-56d3-408b-81e0-a3a81d6df09a,MV Immobilien Investment GmbH,Private,1,,Apartment,Delmenhorst,Apartment,Delmenhorst,Lower Saxony,,2026-06-03 00:00:00
1549,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Mobile Sanitärsysteme Staude GmbH & Co. KG,User/Other,1,859.979016,Industrial,Oyten,Industrial,Oyten,Lower Saxony,,2026-05-28 00:00:00
1550,ecd05f24-c702-47ae-b1f9-60d21fb1a75d,Luxembourg Finance House,Institutional,1,,Apartment,,Apartment,,,,2026-05-22 00:00:00
1551,eaf4bf3d-c951-4ad1-b40f-9ac89e8e102a,State of Saxony Anhalt,User/Other,1,3999869.4008052,Dev Site,Sulzetal,Dev Site,Sulzetal,Saxony-Anhalt,,2026-05-22 00:00:00
1552,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Primestate Real Estate and Consulting,Private,1,,Apartment,Nuremberg,Apartment,Nuremberg,Bavaria,,2026-05-13 00:00:00
1553,4c48b00f-c8f6-419c-a5d2-da2b723242e8,The Laer Group,Private,1,7099.82676,Dev Site,Raunheim,Dev Site,Raunheim,Hesse,,2026-04-28 00:00:00
1554,4c48b00f-c8f6-419c-a5d2-da2b723242e8,B&B Immo GmbH,Private,1,,Apartment,Offenburg,Apartment,Offenburg,Baden-Wurttemberg,,2026-04-22 00:00:00
1555,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Karimian Flossbach Kreft Holding GmbH,Private,1,59998.536,Dev Site,Furstenwalde/Spree,Dev Site,Furstenwalde/Spree,Brandenburg,,2026-04-22 00:00:00
1556,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Readcrest,Private,1,59998.536,Dev Site,Furstenwalde/Spree,Dev Site,Furstenwalde/Spree,Brandenburg,,2026-04-22 00:00:00
1557,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Gerdes Mersch Real Estate Group,Private,1,,Apartment,Herne,Apartment,Herne,North Rhine-Westphalia,,2026-04-15 00:00:00
1558,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Fuhrunternehmen Schreiber GmbH,User/Other,1,3999.9024,Dev Site,Wehretal,Dev Site,Wehretal,Hesse,,2026-04-02 00:00:00
1559,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Helsing,User/Other,1,249991.9000488,Dev Site,Hallbergmoos,Dev Site,Hallbergmoos,Bavaria,,2026-03-24 00:00:00
1560,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Bionorica SE DE,User/Other,1,54998.658,Dev Site,Berngau,Dev Site,Berngau,Bavaria,,2026-03-23 00:00:00
