rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
1481,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Falkensteg Holding GmbH & Co. KG,Private,1,24999.39,Industrial,Rheinbollen,Industrial,Rheinbollen,Rhineland-Palatinate,,2026-04-29 00:00:00
1482,bd5657ae-402e-4677-a035-dc18a547bcae,KFA Kultur fur alle gGmbH,User/Other,1,3194.922042,Other General,Dresden,Other General,Dresden,Saxony,,2026-06-04 00:00:00
1483,4e38416e-5db1-45c3-a2ae-b5d7a84c2b69,ATHOS Immobilien AG,Private,1,48109.8260916,Retail,Munich,Retail,Munich,Bavaria,,2024-11-15 00:00:00
1484,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Ensana Hotels,Private,1,11499.7194,Hotel,Bad Griesbach im Rottal,Hotel,Bad Griesbach im Rottal,Bavaria,,2025-10-31 00:00:00
1485,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,SONOTEC GmbH,User/Other,1,5208.8729004,Industrial,Halle (Saale),Industrial,Halle (Saale),Saxony-Anhalt,,2024-12-15 00:00:00
1486,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Boeser Frischfleisch GmbH,User/Other,1,19199.53152,Industrial,Crailsheim,Industrial,Crailsheim,Baden-Wurttemberg,,2026-04-18 00:00:00
1487,59f16184-115d-4ebd-8a5b-cbd3480ade29,Bream Real Estate,Institutional,1,4558.8887604,Apartment,Hamburg,Apartment,Hamburg,Hamburg,,2025-11-05 00:00:00
1488,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Lippold GmbH,User/Other,1,15999.6096,Dev Site,Wedel,Dev Site,Wedel,Schleswig-Holstein,,2026-04-17 00:00:00
1489,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Hilee B GmbH,Private,1,19753.5180024,Retail,Bergkamen,Dev Site; Retail,Bergkamen,North Rhine-Westphalia,,2025-02-28 00:00:00
1490,fc7371e3-8e60-4c71-9065-c93d17093b11,von Rahden Immobilien GbR ,Private,1,3999.9024,Dev Site,Lilienthal,Dev Site,Lilienthal,Lower Saxony,,2025-11-07 00:00:00
1491,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Feimann GmbH,Private,1,5619.862872,Seniors Housing & Care,Legden,Seniors Housing & Care,Legden,North Rhine-Westphalia,,2026-07-01 00:00:00
1492,4c48b00f-c8f6-419c-a5d2-da2b723242e8,DPI Deutsche Projekt Invest GmbH,Private,1,1324.96767,Retail,Massen-Niederlausitz,Retail,Massen-Niederlausitz,Brandenburg,,2026-01-13 00:00:00
1493,4c48b00f-c8f6-419c-a5d2-da2b723242e8,ABC Immobilien,Private,1,1369.966572,Retail,Oberhonnefeld-Gierend,Retail,Oberhonnefeld-Gierend,Rhineland-Palatinate,,2026-05-19 00:00:00
1494,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Unternehmens Gruppe Kirk AG,User/Other,1,12499.695,Office,Darmstadt,Office,Darmstadt,Hesse,,2025-11-19 00:00:00
1495,eaf4bf3d-c951-4ad1-b40f-9ac89e8e102a,City of Berghulen,User/Other,1,59998.0365696,Dev Site,Berghulen,Dev Site,Berghulen,Baden-Wurttemberg,,2026-04-13 00:00:00
1496,4c48b00f-c8f6-419c-a5d2-da2b723242e8,THG Wohnen GmbH,Private,1,11999.7072,Dev Site,Garching bei Munchen,Dev Site,Garching bei Munchen,Bavaria,,2025-05-21 00:00:00
1497,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Kur- und Kongressgesellschaft Bad Homburg,Private,1,28499.3046,Dev Site,Bad Homburg vor der Hohe,Dev Site,Bad Homburg vor der Hohe,Hesse,,2026-03-12 00:00:00
1498,e27ce0ab-e4d8-4aa2-b8d3-741c26f635e6,Sud Eis GmbH & Co KG,User/Other,1,10999.7316,Dev Site,Bad Iburg,Dev Site,Bad Iburg,Lower Saxony,,2026-05-12 00:00:00
1499,4c48b00f-c8f6-419c-a5d2-da2b723242e8,Josef und Luise Kraft-Stiftung DE,Private,1,4099.89996,Industrial,Munich,Industrial,Munich,Bavaria,,2025-10-27 00:00:00
1500,896ba8e5-996c-4ced-846b-9f776d2d4e2a,Maxar AG,Private,1,103997.4624,Dev Site,Bernau bei Berlin,Dev Site,Bernau bei Berlin,Brandenburg,,2026-05-26 00:00:00
