rank,Company ID,Investor,Capital Group,Current Holdings (objects),Holdings Area (m²),Main Holding Type,Main Holding Cities,Active Property Types,Active Cities,Active Regions,Entities / Vehicles Used,Last Activity
741,aae6a23d-d560-4473-8816-afb40d127408,evoreal GmbH,Private,2,23049.43758,Dev Site; Office,Berlin; Bremen,Dev Site; Apartment; Office,Hamburg; Berlin; Frankfurt am Main,Hamburg; Berlin; Hesse,,2025-10-29 00:00:00
742,2b43999d-7562-4374-b011-7e17785d31a8,Vivion,Private,2,19999.512,Hotel; Office,Berlin,Office; Apartment; Hotel,Berlin; Bad Vilbel,Berlin; Hesse,,2024-09-11 00:00:00
743,55594472-25b5-42b1-b4a8-d6b430ba2838,NVELOP Real Estate,Private,2,133996.7304,Dev Site,Landau in der Pfalz; Velten,Dev Site; Industrial,Ketsch; Erfurt; Landau in der Pfalz,Baden-Wurttemberg; Thuringia; Rhineland-Palatinate,,2025-03-05 00:00:00
744,1968ed2d-41ee-4b8f-9be1-d13f1b4388d3,Red Square GmbH,Private,2,4149.89874,Dev Site,Frankfurt am Main,Office; Dev Site,Neu-Isenburg; Frankfurt am Main,Hesse,,2025-06-25 00:00:00
745,c3ca3199-76ea-4ac8-a96d-5595809fcbdf,Gundlach GmbH,Private,2,5299.87068,Dev Site; Seniors Housing & Care,Hanover,Dev Site; Retail; Apartment,Hanover; Norden; Schwanewede,Lower Saxony,,2026-03-09 00:00:00
746,eff2cf61-8588-48e9-8588-3ecf080b33bf,PGH Gruppe,Private,2,79998.048,Apartment; Dev Site,Hamburg,Industrial; Apartment; Dev Site,Hamburg,Hamburg,,2024-12-31 00:00:00
747,d22f2e59-aa8c-4cbd-a30b-252a7d798560,Kuehne + Nagel,User/Other,2,88997.8284,Dev Site,Leipzig; Limbach-Oberfrohna,Industrial; Dev Site,Eching; Leipzig; Hamburg,Saxony; Bavaria; North Rhine-Westphalia,,2025-11-15 00:00:00
748,98420685-4f01-4ffd-8536-9ebfb441045f,Hessische Landgesellschaft (HLG),User/Other,2,33499.1826,Dev Site,Bad Schwalbach; Rodermark,Dev Site,Hochheim am Main; Biebesheim am Rhein; Bad Hersfeld,Hesse,,2024-10-04 00:00:00
749,973eafee-dea2-43a5-a632-9f6634f1970d,Remake Live #SCPI Remake Asset Management,Private,2,82997.9748,Industrial; Office,Laar; Halle (Saale),Office; Industrial,Halle (Saale); Laar,Saxony-Anhalt; Lower Saxony,,2025-12-31 00:00:00
750,b04bc2c3-2d98-45a8-aa36-89b1f37e61e5,Remake Asset Management,Private,2,82997.9748,Industrial; Office,Laar; Halle (Saale),Office; Industrial,Halle (Saale); Laar,Saxony-Anhalt; Lower Saxony,,2025-12-31 00:00:00
751,1ecf278c-b40c-430e-943c-2194cc3f30f4,Associated British Foods,User/Other,2,35599.13136,Retail,Saarbrucken; Hanover,Retail,Gelsenkirchen; Saarbrucken; Hanover,North Rhine-Westphalia; Saarland; Lower Saxony,Primark,2026-02-20 00:00:00
752,417f7c93-cf38-4dd6-9ec6-1723d1cff6bc,Traumhaus AG,Private,2,151496.20767584,Dev Site,Wiesbaden; Offenbach am Main,Dev Site; Apartment,Wiesbaden; Bergkamen; Offenbach am Main,Hesse; North Rhine-Westphalia; Lower Saxony,,2025-09-22 00:00:00
753,938b7298-a38e-4507-9b4c-8124a6d7bcea,Kajima,Public,2,197994.1688244,Dev Site,Hagen ,Industrial; Dev Site; Office,Bischweier; Berlin; Nutzen,Baden-Wurttemberg; Berlin; Schleswig-Holstein,Kajima Europe,2026-03-24 00:00:00
754,e504f4a0-922a-4caf-8742-182e7300a169,Rheinische Grundbesitz AG,Private,2,45438.891264,Industrial; Dev Site,Duisburg; Hilden,Office; Industrial; Dev Site,Offenbach am Main; Frankfurt am Main; Duisburg,Hesse; North Rhine-Westphalia,,2026-06-15 00:00:00
755,a7dbf72e-faae-42b4-a28d-9dca7b1bb96a,Principal Financial,Institutional,2,26303.3581824,Data Center; Industrial,Frankfurt am Main; Espelkamp,Office; Data Center; Industrial,Mainz; Cologne; Troisdorf,North Rhine-Westphalia; Rhineland-Palatinate; Hesse,Principal Asset Management; Principal Global Investors,2026-02-02 00:00:00
756,aa0de91b-b6e6-4877-abb0-4cd9e5b7dcab,Markus-Bau,Private,2,4949.87922,Office; Apartment,Bochum; Essen,Apartment; Dev Site; Office,Bochum; Essen; Munster,North Rhine-Westphalia,,2025-03-30 00:00:00
757,bc53f9d0-d96d-4b17-8833-79810ca36da4,uniVersa Versicherungen,Private,2,63198.45792,Dev Site; Office,Nuremberg; Munich,Apartment; Dev Site; Office,Erlangen; Nuremberg; Munich,Bavaria,,2026-03-10 00:00:00
758,a29dd391-6d3c-4c83-9979-1700f7836c12,GAB Projektentwicklung,Private,2,23549.42538,Industrial; Retail,Rodgau; Babenhausen,Dev Site; Industrial; Retail,Stromberg; Rodgau; Babenhausen,Hesse; Rhineland-Palatinate,,2025-12-02 00:00:00
759,ab3cea16-4e15-47c1-8d0e-d06c1c7e2bae,SCPI AEW Opportunities Europe,Private,2,11499.7194,Office,Cologne,Office,Bremen; Cologne,Bremen; North Rhine-Westphalia,Fructiregions SCPI,2026-03-31 00:00:00
760,8ea7f3c2-a1f0-41ba-9e03-9bcdd2963491,City of Karlsruhe,User/Other,2,97797.61368,Office; Industrial,Karlsruhe,Dev Site; Office; Industrial,Karlsruhe,Baden-Wurttemberg,,2025-05-04 00:00:00
